年月,公司,业务线,区域,城市,门店,产品,本期销售额,销售成本,目标销售额,同业平均,单位
201702,C001,B04,Z1,Z12,Z1202,P02,107548,97098,94245,100000,CNY
201702,C001,B04,Z1,Z12,Z1202,P03,100741,104367,115830,100000,CNY
201702,C001,B04,Z1,Z13,Z1301,P01,109928,102113,117895,100000,CNY
201702,C001,B04,Z1,Z13,Z1301,P02,106646,113546,92399,100000,CNY
201702,C001,B04,Z1,Z13,Z1301,P03,101651,111560,118040,100000,CNY
201702,C001,B04,Z1,Z13,Z1301,P04,106225,98335,98914,100000,CNY
201702,C001,B04,Z1,Z13,Z1302,P01,101952,117484,103860,100000,CNY
201702,C001,B04,Z1,Z13,Z1302,P02,100333,100676,104581,100000,CNY
201702,C001,B04,Z1,Z14,Z1401,P01,100585,116628,99570,100000,CNY
201702,C001,B04,Z1,Z14,Z1401,P02,95351,117212,117749,100000,CNY
201702,C001,B04,Z1,Z14,Z1401,P03,102778,95574,101709,100000,CNY
201702,C001,B04,Z1,Z14,Z1402,P01,104472,109107,105936,100000,CNY
201702,C001,B04,Z1,Z14,Z1402,P02,100586,96651,95267,100000,CNY
201702,C001,B04,Z1,Z14,Z1402,P03,98757,118243,117557,100000,CNY
201702,C001,B04,Z1,Z15,Z1501,P01,107441,105697,108397,100000,CNY
201702,C001,B04,Z1,Z15,Z1501,P02,102105,107011,107591,100000,CNY
201702,C001,B04,Z1,Z15,Z1501,P03,95685,117049,98987,100000,CNY
201702,C001,B04,Z1,Z15,Z1501,P04,103987,100593,105630,100000,CNY
201702,C001,B04,Z1,Z15,Z1501,P05,108602,111796,94106,100000,CNY
201702,C001,B04,Z1,Z16,Z1601,P01,106236,94813,118933,100000,CNY
201702,C001,B04,Z1,Z16,Z1601,P02,99200,99141,108853,100000,CNY
201702,C001,B04,Z1,Z16,Z1601,P03,98104,102284,112022,100000,CNY
201702,C001,B04,Z1,Z16,Z1601,P04,96806,113840,117899,100000,CNY
201702,C001,B04,Z1,Z16,Z1601,P05,91772,95676,94394,100000,CNY
201702,C001,B04,Z4,Z41,Z4101,P01,108434,105017,96262,100000,CNY
201702,C001,B04,Z4,Z41,Z4101,P02,109980,101025,107986,100000,CNY
201702,C001,B04,Z4,Z41,Z4101,P03,93595,115826,112011,100000,CNY
201702,C001,B04,Z4,Z41,Z4102,P01,107444,97779,100317,100000,CNY
201702,C001,B04,Z4,Z41,Z4102,P02,95882,96670,114278,100000,CNY
201702,C001,B04,Z4,Z41,Z4102,P03,109069,90390,113149,100000,CNY
201702,C001,B04,Z4,Z42,Z4201,P01,90910,112046,112863,100000,CNY
201702,C001,B04,Z4,Z42,Z4201,P02,104207,102922,97729,100000,CNY
201702,C001,B04,Z4,Z42,Z4201,P03,101364,107252,110691,100000,CNY
201702,C001,B04,Z4,Z42,Z4202,P01,106491,118526,102224,100000,CNY
201702,C001,B04,Z4,Z42,Z4202,P02,94611,112577,93298,100000,CNY
201702,C001,B04,Z4,Z42,Z4202,P03,104400,119783,117925,100000,CNY
201702,C001,B03,Z1,Z11,Z1101,P01,96652,119518,90826,100000,CNY
201702,C001,B03,Z1,Z11,Z1101,P02,100852,109977,95936,100000,CNY
201702,C001,B03,Z1,Z11,Z1101,P03,91723,110278,100060,100000,CNY
201702,C001,B03,Z1,Z11,Z1101,P04,98548,92557,117492,100000,CNY
201702,C001,B03,Z1,Z11,Z1101,P05,92535,113809,111029,100000,CNY
201702,C001,B03,Z1,Z11,Z1102,P01,105019,108775,118320,100000,CNY
201702,C001,B03,Z1,Z11,Z1102,P02,90834,115518,109550,100000,CNY
201702,C001,B03,Z1,Z11,Z1102,P03,92709,114373,104353,100000,CNY
201702,C001,B03,Z1,Z11,Z1102,P04,102098,111324,103253,100000,CNY
201702,C001,B03,Z1,Z11,Z1102,P05,90629,107300,119376,100000,CNY
201702,C001,B03,Z1,Z11,Z1103,P01,97101,103286,98620,100000,CNY
201702,C001,B03,Z1,Z11,Z1103,P02,103550,91529,107592,100000,CNY
201702,C001,B03,Z1,Z11,Z1103,P03,95348,99434,98624,100000,CNY
201702,C001,B03,Z1,Z11,Z1103,P04,101437,97633,105340,100000,CNY
201702,C001,B03,Z1,Z11,Z1103,P05,104503,90782,91821,100000,CNY
201702,C001,B03,Z1,Z11,Z1104,P01,91088,96691,92904,100000,CNY
201702,C001,B03,Z1,Z11,Z1104,P02,105015,103225,113946,100000,CNY
201702,C001,B03,Z1,Z11,Z1104,P03,104984,94425,92137,100000,CNY
201702,C001,B03,Z1,Z11,Z1104,P04,94953,109060,106419,100000,CNY
201702,C001,B03,Z1,Z11,Z1105,P01,99358,96539,101011,100000,CNY
201702,C001,B03,Z1,Z11,Z1105,P02,93126,99009,119415,100000,CNY
201702,C001,B03,Z1,Z11,Z1105,P03,91560,109073,117823,100000,CNY
201702,C001,B03,Z1,Z11,Z1105,P04,103477,105518,107500,100000,CNY
201702,C001,B03,Z1,Z11,Z1106,P01,90866,106156,101220,100000,CNY
201702,C001,B03,Z1,Z11,Z1106,P02,101345,104446,115743,100000,CNY
201702,C001,B03,Z1,Z11,Z1106,P03,105446,110051,119362,100000,CNY
201702,C001,B03,Z1,Z12,Z1201,P01,107234,115412,108100,100000,CNY
201702,C001,B03,Z1,Z12,Z1201,P02,105057,108984,100113,100000,CNY
201702,C001,B03,Z1,Z12,Z1201,P03,98551,119555,97694,100000,CNY
201702,C001,B03,Z1,Z12,Z1201,P04,96410,107559,104563,100000,CNY
201702,C001,B03,Z1,Z12,Z1202,P01,97934,115157,102296,100000,CNY
201702,C001,B03,Z1,Z12,Z1202,P02,92225,113772,110057,100000,CNY
201702,C001,B03,Z1,Z12,Z1202,P03,90410,105343,96383,100000,CNY
201702,C001,B03,Z1,Z13,Z1301,P01,104156,92918,108144,100000,CNY
201702,C001,B03,Z1,Z13,Z1301,P02,105820,96358,102931,100000,CNY
201702,C001,B03,Z1,Z13,Z1301,P03,99384,116240,90772,100000,CNY
201702,C001,B03,Z1,Z13,Z1301,P04,108400,92816,109416,100000,CNY
201702,C001,B03,Z1,Z13,Z1302,P01,100128,117472,100964,100000,CNY
201702,C001,B03,Z1,Z13,Z1302,P02,108920,95338,106168,100000,CNY
201702,C001,B03,Z1,Z14,Z1401,P01,105173,95944,101360,100000,CNY
201702,C001,B03,Z1,Z14,Z1401,P02,100927,105573,110808,100000,CNY
201702,C001,B03,Z1,Z14,Z1401,P03,93572,105686,100477,100000,CNY
201702,C001,B03,Z1,Z14,Z1402,P01,106397,96644,113832,100000,CNY
201702,C001,B03,Z1,Z14,Z1402,P02,92244,117473,98493,100000,CNY
201702,C001,B03,Z1,Z14,Z1402,P03,90200,110633,107767,100000,CNY
201702,C001,B03,Z1,Z15,Z1501,P01,94791,107332,100725,100000,CNY
201702,C001,B03,Z1,Z15,Z1501,P02,100978,109836,95906,100000,CNY
201702,C001,B03,Z1,Z15,Z1501,P03,94084,111916,116848,100000,CNY
201702,C001,B03,Z1,Z15,Z1501,P04,90085,118232,92788,100000,CNY
201702,C001,B03,Z1,Z15,Z1501,P05,108477,108867,119937,100000,CNY
201702,C001,B03,Z1,Z16,Z1601,P01,105281,101905,93513,100000,CNY
201702,C001,B03,Z1,Z16,Z1601,P02,96445,109132,95005,100000,CNY
201702,C001,B03,Z1,Z16,Z1601,P03,95566,109500,97888,100000,CNY
201702,C001,B03,Z1,Z16,Z1601,P04,94067,118063,103109,100000,CNY
201702,C001,B03,Z1,Z16,Z1601,P05,102249,112975,97195,100000,CNY
201702,C001,B03,Z4,Z41,Z4101,P01,92275,109503,111432,100000,CNY
201702,C001,B03,Z4,Z41,Z4101,P02,92681,95469,109018,100000,CNY
201702,C001,B03,Z4,Z41,Z4101,P03,95583,105529,112230,100000,CNY
201702,C001,B03,Z4,Z41,Z4102,P01,95097,90273,100355,100000,CNY
201702,C001,B03,Z4,Z41,Z4102,P02,91262,102476,118103,100000,CNY
201702,C001,B03,Z4,Z41,Z4102,P03,99913,103469,100973,100000,CNY
201702,C001,B03,Z4,Z42,Z4201,P01,99897,115617,114660,100000,CNY
201702,C001,B03,Z4,Z42,Z4201,P02,95825,102181,97715,100000,CNY
201702,C001,B03,Z4,Z42,Z4201,P03,95611,114374,94091,100000,CNY
201702,C001,B03,Z4,Z42,Z4202,P01,95871,102327,99492,100000,CNY
201702,C001,B03,Z4,Z42,Z4202,P02,107745,112958,95417,100000,CNY
201702,C001,B03,Z4,Z42,Z4202,P03,104563,97236,107137,100000,CNY
201702,C001,B03,Z5,Z51,Z5101,P01,109901,94191,91803,100000,CNY
201702,C001,B03,Z5,Z51,Z5101,P02,95087,97019,104524,100000,CNY
201702,C001,B03,Z5,Z51,Z5101,P03,103021,119582,91906,100000,CNY
201702,C001,B03,Z5,Z51,Z5102,P01,97155,103347,91591,100000,CNY
201702,C001,B03,Z5,Z51,Z5102,P02,92587,106525,100351,100000,CNY
201702,C001,B03,Z5,Z51,Z5102,P03,90792,92447,96187,100000,CNY
201702,C001,B03,Z5,Z52,Z5201,P01,101452,95524,110184,100000,CNY
201702,C001,B03,Z5,Z52,Z5201,P02,100372,115028,97731,100000,CNY
201702,C001,B03,Z5,Z52,Z5201,P03,109765,118381,111784,100000,CNY
201702,C001,B03,Z5,Z52,Z5202,P01,102212,90579,102036,100000,CNY
201702,C001,B03,Z5,Z52,Z5202,P02,98009,119044,109739,100000,CNY
201702,C001,B03,Z5,Z52,Z5202,P03,99028,90994,95271,100000,CNY
201702,C002,B01,Z7,Z71,Z7101,P01,90982,104593,104563,100000,CNY
201702,C002,B01,Z7,Z71,Z7101,P02,95937,117950,90703,100000,CNY
201702,C002,B01,Z7,Z71,Z7101,P03,101980,96731,103613,100000,CNY
201702,C002,B01,Z7,Z71,Z7101,P04,92846,112430,115294,100000,CNY
201702,C002,B01,Z7,Z71,Z7101,P05,104461,105574,117055,100000,CNY
201702,C002,B01,Z7,Z71,Z7102,P01,98455,102847,90794,100000,CNY
201702,C002,B01,Z7,Z71,Z7102,P02,98606,114383,106883,100000,CNY
201702,C002,B01,Z7,Z71,Z7102,P03,105005,98626,99126,100000,CNY
201702,C002,B01,Z7,Z71,Z7102,P04,90500,104016,92216,100000,CNY
201702,C002,B01,Z7,Z71,Z7102,P05,93419,91466,118146,100000,CNY
201702,C002,B01,Z7,Z71,Z7103,P01,97868,106942,108419,100000,CNY
201702,C002,B01,Z7,Z71,Z7103,P02,102837,94349,110302,100000,CNY
201702,C002,B01,Z7,Z71,Z7103,P03,100076,97893,106282,100000,CNY
201702,C002,B01,Z7,Z71,Z7103,P04,100758,104967,105071,100000,CNY
201702,C002,B01,Z7,Z71,Z7103,P05,99419,103055,112331,100000,CNY
201702,C002,B01,Z7,Z71,Z7104,P01,106340,95101,94712,100000,CNY
201702,C002,B01,Z7,Z71,Z7104,P02,97547,101897,100804,100000,CNY
201702,C002,B01,Z7,Z71,Z7104,P03,97694,94376,104857,100000,CNY
201702,C002,B01,Z7,Z71,Z7104,P04,98270,116529,116561,100000,CNY
201702,C002,B01,Z7,Z71,Z7105,P01,105765,99068,98618,100000,CNY
201702,C002,B01,Z7,Z71,Z7105,P02,97094,113952,90854,100000,CNY
201702,C002,B01,Z7,Z71,Z7105,P03,95114,117986,103327,100000,CNY
201702,C002,B01,Z7,Z71,Z7105,P04,97061,107209,92275,100000,CNY
201702,C002,B01,Z7,Z71,Z7106,P01,90593,92864,119044,100000,CNY
201702,C002,B01,Z7,Z71,Z7106,P02,108467,96748,95327,100000,CNY
201702,C002,B01,Z7,Z71,Z7106,P03,100183,96416,119247,100000,CNY
201702,C002,B01,Z7,Z72,Z7201,P01,105649,92501,108724,100000,CNY
201702,C002,B01,Z7,Z72,Z7201,P02,98695,102844,106104,100000,CNY
201702,C002,B01,Z7,Z72,Z7201,P03,91650,96966,102674,100000,CNY
201702,C002,B01,Z7,Z72,Z7201,P04,95867,102977,118218,100000,CNY
201702,C002,B01,Z7,Z72,Z7202,P01,103826,98283,101747,100000,CNY
201702,C002,B01,Z7,Z72,Z7202,P02,93178,109316,92154,100000,CNY
201702,C002,B01,Z7,Z72,Z7202,P03,92383,98042,90200,100000,CNY
201702,C002,B01,Z7,Z73,Z7301,P01,96870,102880,107650,100000,CNY
201702,C002,B01,Z7,Z73,Z7301,P02,101170,98308,93436,100000,CNY
201702,C002,B01,Z7,Z73,Z7301,P03,94491,119217,92230,100000,CNY
201702,C002,B01,Z7,Z73,Z7301,P04,100453,114330,115253,100000,CNY
201702,C002,B01,Z7,Z73,Z7302,P01,107922,114604,100664,100000,CNY
201702,C002,B01,Z7,Z73,Z7302,P02,95857,94932,112491,100000,CNY
201702,C002,B01,Z7,Z74,Z7401,P01,96539,102296,114357,100000,CNY
201702,C002,B01,Z7,Z74,Z7401,P02,91099,98525,105049,100000,CNY
201702,C002,B01,Z7,Z74,Z7401,P03,96981,90287,112107,100000,CNY
201702,C002,B01,Z7,Z74,Z7402,P01,97419,118464,119798,100000,CNY
201702,C002,B01,Z7,Z74,Z7402,P02,96805,97524,111743,100000,CNY
201702,C002,B01,Z7,Z74,Z7402,P03,108574,102374,94272,100000,CNY
201702,C002,B01,Z7,Z75,Z7501,P01,96153,113940,119541,100000,CNY
201702,C002,B01,Z7,Z75,Z7501,P02,109556,93058,98032,100000,CNY
201702,C002,B01,Z7,Z75,Z7501,P03,97671,112232,101951,100000,CNY
201702,C002,B01,Z7,Z75,Z7501,P04,107135,116314,106542,100000,CNY
201702,C002,B01,Z7,Z75,Z7501,P05,103487,97205,106342,100000,CNY
201702,C002,B01,Z7,Z76,Z7601,P01,106419,114864,90123,100000,CNY
201702,C002,B01,Z7,Z76,Z7601,P02,96969,110784,96512,100000,CNY
201702,C002,B01,Z7,Z76,Z7601,P03,108413,97306,116892,100000,CNY
201702,C002,B01,Z7,Z76,Z7601,P04,108789,90038,112267,100000,CNY
201702,C002,B01,Z7,Z76,Z7601,P05,102623,113124,102871,100000,CNY
201702,C002,B01,Z8,Z81,Z8101,P01,108726,103128,99267,100000,CNY
201702,C002,B01,Z8,Z81,Z8101,P02,90844,111782,100590,100000,CNY
201702,C002,B01,Z8,Z81,Z8101,P03,98874,95442,98877,100000,CNY
201702,C002,B01,Z8,Z81,Z8102,P01,100262,105199,92130,100000,CNY
201702,C002,B01,Z8,Z81,Z8102,P02,90412,114261,97827,100000,CNY
201702,C002,B01,Z8,Z81,Z8102,P03,101384,118634,105383,100000,CNY
201702,C002,B01,Z8,Z81,Z8103,P01,93276,95796,111416,100000,CNY
201702,C002,B01,Z8,Z81,Z8103,P02,93329,90261,111220,100000,CNY
201702,C002,B01,Z8,Z81,Z8104,P01,94958,114721,102712,100000,CNY
201702,C002,B01,Z8,Z81,Z8104,P02,91819,95771,100545,100000,CNY
201702,C002,B01,Z8,Z81,Z8104,P03,98417,106365,111691,100000,CNY
201702,C002,B01,Z8,Z81,Z8104,P04,96431,102941,112567,100000,CNY
201702,C002,B01,Z8,Z82,Z8201,P01,102633,94612,92671,100000,CNY
201702,C002,B01,Z8,Z82,Z8201,P02,105764,105455,112238,100000,CNY
201702,C002,B01,Z8,Z82,Z8201,P03,107516,119426,112635,100000,CNY
201702,C002,B01,Z8,Z82,Z8202,P01,107538,90227,113464,100000,CNY
201702,C002,B01,Z8,Z82,Z8202,P02,106286,95835,99885,100000,CNY
201702,C002,B01,Z8,Z82,Z8202,P03,102626,118397,99313,100000,CNY
201702,C002,B01,Z8,Z82,Z8203,P01,96190,116213,109222,100000,CNY
201702,C002,B01,Z8,Z82,Z8203,P02,102080,106890,115811,100000,CNY
201702,C002,B01,Z8,Z82,Z8204,P01,101268,117345,99541,100000,CNY
201702,C002,B01,Z8,Z82,Z8204,P02,102815,119473,114886,100000,CNY
201702,C002,B01,Z8,Z82,Z8204,P03,105218,116988,104091,100000,CNY
201702,C002,B01,Z8,Z82,Z8204,P04,91090,112440,113381,100000,CNY
201702,C002,B01,Z8,Z83,Z8301,P01,103521,96623,119828,100000,CNY
201702,C002,B01,Z8,Z83,Z8301,P02,101219,91126,101674,100000,CNY
201702,C002,B01,Z8,Z83,Z8301,P03,103358,107814,105351,100000,CNY
201702,C002,B01,Z8,Z83,Z8302,P01,93660,111857,92379,100000,CNY
201702,C002,B01,Z8,Z83,Z8302,P02,106445,94888,113906,100000,CNY
201702,C002,B01,Z8,Z83,Z8302,P03,101284,101640,117868,100000,CNY
201702,C002,B01,Z8,Z83,Z8303,P01,104996,104668,109430,100000,CNY
201702,C002,B01,Z8,Z83,Z8303,P02,104139,90322,106575,100000,CNY
201702,C002,B01,Z8,Z83,Z8304,P01,108954,93821,94759,100000,CNY
201702,C002,B01,Z8,Z83,Z8304,P02,101308,100376,107844,100000,CNY
201702,C002,B01,Z8,Z83,Z8304,P03,103585,97361,109801,100000,CNY
201702,C002,B01,Z8,Z83,Z8304,P04,91597,115644,115120,100000,CNY
201702,C002,B01,Z9,Z91,Z9101,P01,95453,104601,99088,100000,CNY
201702,C002,B01,Z9,Z91,Z9101,P02,102482,103108,119572,100000,CNY
201702,C002,B01,Z9,Z91,Z9101,P03,93762,95377,108233,100000,CNY
201702,C002,B01,Z9,Z91,Z9102,P01,103798,94325,101121,100000,CNY
201702,C002,B01,Z9,Z91,Z9102,P02,100530,92220,94975,100000,CNY
201702,C002,B01,Z9,Z92,Z9201,P01,98748,118642,97014,100000,CNY
201702,C002,B01,Z9,Z92,Z9201,P02,97633,102363,112831,100000,CNY
201702,C002,B01,Z9,Z92,Z9201,P03,108077,117136,108517,100000,CNY
201702,C002,B01,Z9,Z92,Z9202,P01,95074,118495,106671,100000,CNY
201702,C002,B01,Z9,Z92,Z9202,P02,107261,117519,93637,100000,CNY
201702,C002,B01,Z9,Z92,Z9202,P03,108892,90115,94574,100000,CNY
201702,C002,B01,Z10,Z101,Z10101,P01,91020,96468,99761,100000,CNY
201702,C002,B01,Z10,Z101,Z10101,P02,93480,102819,91079,100000,CNY
201702,C002,B01,Z10,Z101,Z10101,P03,104505,114647,108057,100000,CNY
201702,C002,B01,Z10,Z101,Z10102,P01,97586,108794,119645,100000,CNY
201702,C002,B01,Z10,Z101,Z10102,P02,107279,106272,109949,100000,CNY
201702,C002,B01,Z10,Z101,Z10102,P03,97408,109778,115305,100000,CNY
201702,C002,B01,Z10,Z102,Z10201,P01,93724,107283,106863,100000,CNY
201702,C002,B01,Z10,Z102,Z10201,P02,95330,109047,91095,100000,CNY
201702,C002,B01,Z10,Z102,Z10201,P03,103575,110084,91351,100000,CNY
201702,C002,B01,Z10,Z102,Z10202,P01,100823,93026,93467,100000,CNY
201702,C002,B01,Z10,Z102,Z10202,P02,100203,102459,93548,100000,CNY
201702,C002,B01,Z10,Z102,Z10202,P03,94158,98370,90017,100000,CNY
201702,C002,B01,Z11,Z111,Z11101,P01,104336,103151,94053,100000,CNY
201702,C002,B01,Z11,Z111,Z11101,P02,106903,101483,114532,100000,CNY
201702,C002,B01,Z11,Z111,Z11101,P03,98098,90065,101540,100000,CNY
201702,C002,B01,Z11,Z111,Z11102,P01,107480,100308,98373,100000,CNY
201702,C002,B01,Z11,Z111,Z11102,P02,109877,107969,106014,100000,CNY
201702,C002,B01,Z11,Z111,Z11102,P03,96695,105839,118282,100000,CNY
201702,C002,B01,Z11,Z112,Z11201,P01,93320,90081,101406,100000,CNY
201702,C002,B01,Z11,Z112,Z11201,P02,109573,104981,119906,100000,CNY
201702,C002,B01,Z11,Z112,Z11201,P03,93338,94905,98128,100000,CNY
201702,C002,B01,Z11,Z112,Z11202,P01,97591,99685,96127,100000,CNY
201702,C002,B01,Z11,Z112,Z11202,P02,94782,96140,108092,100000,CNY
201702,C002,B01,Z11,Z112,Z11202,P03,101441,103949,108496,100000,CNY
201702,C002,B01,Z12,Z121,Z12101,P01,107806,111284,94910,100000,CNY
201702,C002,B01,Z12,Z121,Z12101,P02,94928,116181,92626,100000,CNY
201702,C002,B01,Z12,Z121,Z12101,P03,98373,111487,110544,100000,CNY
201702,C002,B01,Z12,Z121,Z12101,P04,105417,92008,100067,100000,CNY
201702,C002,B01,Z12,Z121,Z12101,P05,100983,108117,93168,100000,CNY
201703,C002,B01,Z7,Z71,Z7101,P01,97252,117012,99135,100000,CNY
201703,C002,B01,Z7,Z71,Z7101,P02,94626,119298,103544,100000,CNY
201703,C002,B01,Z7,Z71,Z7101,P03,98006,94255,98683,100000,CNY
201703,C002,B01,Z7,Z71,Z7101,P04,103682,105750,107504,100000,CNY
201703,C002,B01,Z7,Z71,Z7101,P05,109132,113891,115833,100000,CNY
201703,C002,B01,Z7,Z71,Z7102,P01,95867,118449,113530,100000,CNY
201703,C002,B01,Z7,Z71,Z7102,P02,95103,111042,90287,100000,CNY
201703,C002,B01,Z7,Z71,Z7102,P03,107713,91210,100923,100000,CNY
201703,C002,B01,Z7,Z71,Z7102,P04,95950,104397,111936,100000,CNY
201703,C002,B01,Z7,Z71,Z7102,P05,92129,113328,97494,100000,CNY
201703,C002,B01,Z7,Z71,Z7103,P01,99529,111669,91088,100000,CNY
201703,C002,B01,Z7,Z71,Z7103,P02,95064,112411,101768,100000,CNY
201703,C002,B01,Z7,Z71,Z7103,P03,92592,117996,114119,100000,CNY
201703,C002,B01,Z7,Z71,Z7103,P04,97193,93838,108143,100000,CNY
201703,C002,B01,Z7,Z71,Z7103,P05,90785,96304,99053,100000,CNY
201703,C002,B01,Z7,Z71,Z7104,P01,92336,102392,93936,100000,CNY
201703,C002,B01,Z7,Z71,Z7104,P02,102028,106856,107346,100000,CNY
201703,C002,B01,Z7,Z71,Z7104,P03,90501,104222,111196,100000,CNY
201703,C002,B01,Z7,Z71,Z7104,P04,100607,94481,94833,100000,CNY
201703,C002,B01,Z7,Z71,Z7105,P01,102858,99225,99744,100000,CNY
201703,C002,B01,Z7,Z71,Z7105,P02,90582,92186,97854,100000,CNY
201703,C002,B01,Z7,Z71,Z7105,P03,90051,105091,98899,100000,CNY
201703,C002,B01,Z7,Z71,Z7105,P04,97112,116637,91164,100000,CNY
201703,C002,B01,Z7,Z71,Z7106,P01,101059,97239,94685,100000,CNY
201703,C002,B01,Z7,Z71,Z7106,P02,96369,118429,98354,100000,CNY
201703,C002,B01,Z7,Z71,Z7106,P03,104392,110617,104818,100000,CNY
201703,C002,B01,Z7,Z72,Z7201,P01,106009,107581,97553,100000,CNY
201703,C002,B01,Z7,Z72,Z7201,P02,91876,108213,115772,100000,CNY
201703,C002,B01,Z7,Z72,Z7201,P03,104609,95354,111275,100000,CNY
201703,C002,B01,Z7,Z72,Z7201,P04,106335,99642,103760,100000,CNY
201703,C002,B01,Z7,Z72,Z7202,P01,94920,105938,90038,100000,CNY
201703,C002,B01,Z7,Z72,Z7202,P02,95911,90664,118920,100000,CNY
201703,C002,B01,Z7,Z72,Z7202,P03,107104,101338,111342,100000,CNY
201703,C002,B01,Z7,Z73,Z7301,P01,104893,118361,93589,100000,CNY
201703,C002,B01,Z7,Z73,Z7301,P02,91296,114782,106550,100000,CNY
201703,C002,B01,Z7,Z73,Z7301,P03,94967,114044,107410,100000,CNY
201703,C002,B01,Z7,Z73,Z7301,P04,100287,107421,91862,100000,CNY
201703,C002,B01,Z7,Z73,Z7302,P01,100906,116093,104992,100000,CNY
201703,C002,B01,Z7,Z73,Z7302,P02,109493,111791,99502,100000,CNY
201703,C002,B01,Z7,Z74,Z7401,P01,101282,94293,102710,100000,CNY
201703,C002,B01,Z7,Z74,Z7401,P02,106635,113655,98401,100000,CNY
201703,C002,B01,Z7,Z74,Z7401,P03,107610,91906,103488,100000,CNY
201703,C002,B01,Z7,Z74,Z7402,P01,95052,110790,109895,100000,CNY
201703,C002,B01,Z7,Z74,Z7402,P02,93896,109819,95429,100000,CNY
201703,C002,B01,Z7,Z74,Z7402,P03,100355,104361,118495,100000,CNY
201703,C002,B01,Z7,Z75,Z7501,P01,109222,116883,113157,100000,CNY
201703,C002,B01,Z7,Z75,Z7501,P02,95918,116413,96895,100000,CNY
201703,C002,B01,Z7,Z75,Z7501,P03,96838,95273,112589,100000,CNY
201703,C002,B01,Z7,Z75,Z7501,P04,95509,108649,104888,100000,CNY
201703,C002,B01,Z7,Z75,Z7501,P05,97447,111507,111706,100000,CNY
201703,C002,B01,Z7,Z76,Z7601,P01,90601,119746,93547,100000,CNY
201703,C002,B01,Z7,Z76,Z7601,P02,102538,117759,112062,100000,CNY
201703,C002,B01,Z7,Z76,Z7601,P03,100383,114805,107859,100000,CNY
201703,C002,B01,Z7,Z76,Z7601,P04,104046,119091,104671,100000,CNY
201703,C002,B01,Z7,Z76,Z7601,P05,90569,103970,103948,100000,CNY
201703,C002,B01,Z9,Z91,Z9101,P01,96375,100595,114422,100000,CNY
201703,C002,B01,Z9,Z91,Z9101,P02,102048,92406,103018,100000,CNY
201703,C002,B01,Z9,Z91,Z9101,P03,100181,97600,110095,100000,CNY
201703,C002,B01,Z9,Z91,Z9102,P01,93026,92173,93157,100000,CNY
201703,C002,B01,Z9,Z91,Z9102,P02,103690,104561,97625,100000,CNY
201703,C002,B01,Z9,Z92,Z9201,P01,107861,114850,96029,100000,CNY
201703,C002,B01,Z9,Z92,Z9201,P02,102975,107843,108546,100000,CNY
201703,C002,B01,Z9,Z92,Z9201,P03,109481,101642,119066,100000,CNY
201703,C002,B01,Z9,Z92,Z9202,P01,93037,106562,99066,100000,CNY
201703,C002,B01,Z9,Z92,Z9202,P02,101981,107644,92560,100000,CNY
201703,C002,B01,Z9,Z92,Z9202,P03,98108,93656,91683,100000,CNY
201703,C002,B01,Z10,Z101,Z10101,P01,100055,95417,114098,100000,CNY
201703,C002,B01,Z10,Z101,Z10101,P02,100700,108902,98030,100000,CNY
201703,C002,B01,Z10,Z101,Z10101,P03,104006,113547,116132,100000,CNY
201703,C002,B01,Z10,Z101,Z10102,P01,108445,102537,114927,100000,CNY
201703,C002,B01,Z10,Z101,Z10102,P02,91000,98748,108791,100000,CNY
201703,C002,B01,Z10,Z101,Z10102,P03,92831,119687,91145,100000,CNY
201703,C002,B01,Z10,Z102,Z10201,P01,92637,112652,116196,100000,CNY
201703,C002,B01,Z10,Z102,Z10201,P02,95105,112048,93056,100000,CNY
201703,C002,B01,Z10,Z102,Z10201,P03,91113,95561,90145,100000,CNY
201703,C002,B01,Z10,Z102,Z10202,P01,92067,117012,111438,100000,CNY
201703,C002,B01,Z10,Z102,Z10202,P02,104891,111518,93249,100000,CNY
201703,C002,B01,Z10,Z102,Z10202,P03,91282,98402,101365,100000,CNY
201703,C002,B01,Z11,Z111,Z11101,P01,107755,108005,101139,100000,CNY
201703,C002,B01,Z11,Z111,Z11101,P02,95247,103248,99739,100000,CNY
201703,C002,B01,Z11,Z111,Z11101,P03,93684,119577,107859,100000,CNY
201703,C002,B01,Z11,Z111,Z11102,P01,95343,92918,97221,100000,CNY
201703,C002,B01,Z11,Z111,Z11102,P02,101710,109075,110850,100000,CNY
201703,C002,B01,Z11,Z111,Z11102,P03,91048,112589,117101,100000,CNY
201703,C002,B01,Z11,Z112,Z11201,P01,105896,97925,117347,100000,CNY
201703,C002,B01,Z11,Z112,Z11201,P02,100937,93717,95247,100000,CNY
201703,C002,B01,Z11,Z112,Z11201,P03,92768,112872,93230,100000,CNY
201703,C002,B01,Z11,Z112,Z11202,P01,100554,91075,115823,100000,CNY
201703,C002,B01,Z11,Z112,Z11202,P02,101597,114461,92389,100000,CNY
201703,C002,B01,Z11,Z112,Z11202,P03,97101,99732,92205,100000,CNY
201704,C002,B01,Z7,Z71,Z7101,P01,107055,92453,118261,100000,CNY
201704,C002,B01,Z7,Z71,Z7101,P02,109045,98542,90515,100000,CNY
201704,C002,B01,Z7,Z71,Z7101,P03,106420,110886,117437,100000,CNY
201704,C002,B01,Z7,Z71,Z7101,P04,92122,112578,115879,100000,CNY
